"","PN07018NM","PN07020NM","PN07021NM","PN07022NM","PN07023NM","PN07024NM","PN07025NM","PN07026NM","PN07027NM","PN07028NM","PN07029NM","PN07030NM","PN07031NM","PN07033NM","PN07035NM","PN07036NM","PN07037NM","PN07051NM","PN07053NM","PN07054NM","PN07055NM","PN07056NM","PN07057NM","PN07058NM","PN07059NM","PN07060NM","PN07061NM","PN07062NM","PN07063NM","PN07064NM","PN07066NM","PN07068NM","PN07069NM","PN07070NM","PN07084NM","PN07086NM","PN07087NM","PN07088NM","PN07089NM","PN07090NM","PN07091NM","PN07092NM","PN07093NM","PN07094NM","PN07095NM","PN07096NM","PN07097NM","PN07099NM","PN07101NM","PN07102NM","PN07103NM","PN07117NM","PN07119NM","PN07120NM","PN07121NM","PN07122NM","PN07123NM","PN07124NM","PN07125NM","PN07126NM","PN07127NM","PN07128NM","PN07129NM","PN07130NM","PN07132NM","PN07134NM","PN07135NM","PN07136NM","PN07183NM","PN07185NM","PN07186NM","PN07187NM","PN07188NM","PN07189NM","PN07190NM","PN07191NM","PN07192NM","PN07193NM","PN07194NM","PN07195NM","PN07196NM","PN07198NM","PN07200NM","PN07201NM","PN07202NM"
Jun20,9751550.73831435,1050673.96028597,222673.124873,2992394.277306,1638042.32301184,49203.2400006667,209135.192422333,324496.301690333,313525.626134531,120034.799941333,120457.086838026,59138.2349376667,68364.8392843333,19401.8667917341,23272.4147123333,1163091.70095107,12565.4285966667,7903244.12871002,1045254.09733535,209466.591400051,1235011.37867391,1625113.15044063,48854.5301667867,205470.53653196,312988.18483188,308861.374063013,118953.820137987,116402.777687827,58704.55103504,66779.8984749733,19178.3793924933,12010.6225127867,1159907.73450388,11577.99322032,1848306.60960433,5419.86295061908,13206.533472949,1757382.89863209,12929.172571213,348.709833879999,3664.65589037328,11508.116858453,4664.25207151828,1080.9798033463,4054.30915019891,433.683902626697,1584.94080935999,223.487399240828,11261.7921995466,3183.96644718922,987.435376346699,4.03644115761271,4.00000000000001,5.92409999999999,4.00000000000001,4.00021445810378,3.99999999999999,4,4,4,4.00000000000001,4.00000000000001,4,4.00000000000001,4,4.00000000000001,4,4,34.1694782249349,31.2570420680035,63.1836167235564,30.2109048774838,33.0096373808504,37.9313748406126,28.4283893748224,47.4686717593355,30.2746374218142,45.4292162408204,42.0237459766351,50.8137272671359,62.2373650356912,30.5841107116283,103.825308506163,94.6973144778658,n.d.
Jul20,9313402.04107513,1129741.81143194,219936.07516,2291567.45146129,1730353.21445288,49835.7123641935,206160.407318752,315959.010413548,317993.561707163,121630.348424516,127074.385246598,57648.2880851613,74593.8095929032,18697.7163737686,13973.1612980645,1165836.21800461,11075.9581567742,8016380.40249189,1123693.21034555,201379.94667447,1190960.45434025,1715049.27014815,49514.6886792774,202729.1954204,309458.025992452,312335.638347277,120573.206754774,122768.264604052,57289.3869662194,70585.7948019226,18294.9957576903,11849.0300557935,1164106.11446721,9740.83005901935,1297021.63858324,6048.60108638508,18556.12848553,1100606.99712104,15303.9443047291,321.023684916101,3431.21189835237,6500.98442109599,5657.92335988599,1057.14166974201,4306.12064254639,358.901118941903,4008.0147909806,402.720616078259,2124.131242271,1730.10353740002,1335.12809775485,4.03459733993844,4.00000000000001,5.95930000000001,4.00000000000002,4.00020020176673,3.99999999999998,4,4.00000000000001,3.99999999999999,4,4.00000000000001,4.00000000000001,4.00000000000001,4,3.99999999999998,3.99999999999999,4,34.892573631778,34.5620891532874,80.2402997323671,25.2809664784725,35.5301806208305,40.1963896929094,25.6458616850394,46.59659074436,28.1052944342753,47.6881420597587,47.9756862985304,54.3068010649745,62.1805492419522,30.1219098755874,106.289271605421,88.9845668780183,n.d.
Ago20,9118423.32944186,1126549.06770473,188819.707232903,1796647.93634129,1819687.74164064,50308.688313871,208432.241585883,325599.336074194,320590.994711287,119593.960766452,129931.826700359,59080.1331787097,82915.4239680645,18330.6958579935,18214.0882209677,1178829.76085695,8870.36717774194,8251475.33890951,1117755.95927213,175664.033155858,1230854.55498026,1800201.58806103,50028.0701225419,205997.733287639,318844.141464232,314609.734507987,118558.729333845,125680.679066645,58768.954212271,81039.2884147355,17987.0446712774,15830.637562129,1176524.966216,6516.20537032258,866947.990532344,8793.108432604,13155.674077045,565793.38136103,19486.1535796069,280.618191329093,2434.50829824439,6755.194609962,5981.26020330039,1035.23143260661,4251.14763371371,311.178966438703,1876.135553329,343.65118671615,2383.4506588387,2304.79464095202,2354.16180741936,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40.6513841135199,36.3013819804725,86.7960506719719,35.9817651637175,41.8214621115183,40.6075520046261,27.6022100256379,51.068305937088,29.7699385179982,48.8138297454559,51.55365862907,59.741323105929,65.3412686528897,32.0959183151091,107.220662638379,87.1171178371446,n.d.
Sep20,8384520.00045163,1151998.47671033,184357.775564,1223996.42607267,1740740.51485009,51223.1621,212091.254416481,304893.209302,320514.563436103,119820.511610667,131865.5277469,60837.5648173333,79442.0896973333,17827.5965403892,32059.0941623333,1183317.65622397,7218.239781,8132497.42339128,1140847.92378077,171258.960058853,1201532.51661508,1713909.22160236,50842.68839428,209176.771896387,302528.504128547,313645.589145973,118749.95206704,128226.46640644,60397.0072182,77156.04260616,17512.0055167867,18617.4067032267,1180698.65381412,6612.81672249333,252022.577060349,11150.552929563,13098.815505147,22463.9094575869,26831.293247727,380.473705720004,2914.48252009368,2364.70517345303,6868.97429013002,1070.5595436267,3639.0613404597,440.557599133303,2286.0470911733,315.591023602501,13441.6874591066,2619.00240985304,605.42305850667,4.00143285291592,3.99999999999999,4,4,4.00035506782216,4,4,4,4,4,4,4,4,4,4,4,4.00000000000001,45.259726712804,45.0661273215569,91.4428272491973,40.2182197287982,48.6974478067715,40.2043354532667,27.8176573195881,47.6864840001794,33.2411106607636,49.4002904628834,53.4889093633428,63.9691062481138,78.0658751770231,32.9145276786387,104.057006799401,87.5959000411826,n.d.
Oct20,8557019.21694922,1183440.6251729,376278.945984193,1201775.04759129,1732887.35331634,51992.8314896774,216889.142154372,300571.782432258,323828.282008693,124781.205473226,125540.168692903,60246.3960212903,88862.133406129,17214.1776494968,23691.567696129,1221144.1642422,6029.03639387097,8394982.90762413,1168487.82292276,369042.720449247,1171201.7789055,1707244.92996423,51515.2188014968,214178.438952477,298095.849078323,317805.735176555,123870.702392194,122459.750676761,60015.0049880516,86947.3895411613,17020.0725671226,20407.0159458968,1216693.56194574,5593.11747979355,162036.309325099,14952.8022501431,7236.22553494602,30573.26868579,25642.4233521072,477.612688180605,2710.70320189488,2475.93335393514,6022.54683213786,910.503081032002,3080.41801614218,231.391033238702,1914.74386496769,194.105082374183,3284.5517502322,4450.60229646508,435.91891407742,4.10584853088567,4,9.3623,4,4.00055475667612,4,4,4,4,4,4,4,4,4,4,4,4,47.4190723121502,52.5635603084303,104.972637618347,43.0947096169102,43.7756209122644,39.6288539796956,29.3974410074758,46.0812948890543,35.9967473467045,49.271214961195,49.5684698211879,65.8641723111063,90.5465652667998,31.7996404102397,110.523665798272,89.6099690389603,n.d.
Nov20,8799797.20125952,1170647.58537067,676691.234609333,1146880.148494,1718969.32671925,52151.3584136667,217750.416864245,290109.399244333,326001.861890615,128240.700522667,122435.491676,60106.6123693333,87055.183003,16803.3245193308,28821.290666,1246355.93587455,9951.13860533333,8654727.2742986,1168039.94125427,665310.305259825,1120622.27196203,1698201.28055764,51850.4035963867,215430.86999784,287267.882529187,318563.428779013,126971.520390467,119822.98877768,59707.5658939733,84141.2733431733,16464.18144492,25277.25784204,1244335.51081996,3896.20110422667,145069.926960915,2607.64411639702,11380.929349508,26257.87653197,20768.0461616069,300.954817279999,2319.54686640503,2841.51671514631,7438.43311160174,1269.1801322,2612.50289831999,399.046475360003,2913.90965982669,339.143074410829,3544.03282396,2020.42505459301,6054.93750110666,4.25066687505257,4,16.8032,4,4.00035246277582,4,4,4,4,4,4,4,4,4,4,4,4,49.6217950454075,57.1292318166345,117.072163485128,45.1729330080021,43.426080998698,39.3133205807549,30.8084030155279,46.1296998778615,33.4573949132796,48.5670494306185,46.4901295326284,69.3299362847103,100.988186363371,29.221504159263,117.592551873683,90.9079410188836,n.d.
Dic20,8944904.70909772,1225859.39193161,628607.296215806,1173327.35200581,1777745.38869192,52255.8082577419,224974.622424878,290718.613365807,328501.269957147,130099.799112258,119153.362060645,57884.68074,72980.76051,16196.4748476468,53052.7598870968,1371383.86408833,3953.81768387097,8700439.76284221,1185865.45813643,587535.03116819,1144789.77154977,1754056.49803185,51825.2697281419,221160.343541884,285109.106498735,322238.081878374,128816.606749858,116693.862351432,57490.6261444516,70872.7196977677,15726.3881253419,28101.8576278452,1370636.21982088,3322.36105050323,244464.946255511,39993.933795183,41072.265047616,28537.5804560361,23688.890660068,430.538529600002,3814.27888299376,5609.5068670715,6263.18807877274,1283.19236240002,2459.4997092132,394.054595548398,2108.04081223231,470.08672230485,24950.9022592516,747.644267451018,631.45663336774,4.19652861607726,4,12.8039,4,4.00034123818615,4,4,4,4,4,4,4,4,4,4,4,4,51.971287170244,58.0995743430544,118.498668886124,50.2359648293196,48.0271006708537,39.7076480857387,31.7078802400108,47.0876768474122,33.3912024302291,49.6699352316318,40.6523113969094,64.3290935087139,103.300772968866,28.5931421037624,125.404023318618,92.8597734452219,n.d.
Ene21,8534663.15306211,1208883.18907923,195850.973904516,1178551.91395355,1794400.60269899,52312.3840577419,226802.658575484,286726.42641129,320258.397864124,133248.755480968,115421.157956452,56212.3136532258,75243.6747580645,15486.2969684847,53561.9438648387,1406921.28286456,4881.12743516129,8329123.03385315,1185568.35097552,174926.223875516,1138538.40560099,1782532.07454,51973.7496479484,220570.53839609,283676.736626361,314255.740881303,131947.112883652,113004.372234852,55964.2159280258,71375.462771471,15304.9121640903,25325.4348678323,1404449.02307897,3417.95669113548,205540.119208964,23314.8381037051,20924.750029,40013.5083525581,11868.5281589939,338.634409793493,6232.12017939391,3049.68978492933,6002.65698282054,1301.64259731598,2416.78572159962,248.097725200001,3868.21198659351,181.384804394391,28236.5089970064,2472.25978559302,1463.17074402581,4.0179152660304,4,4.1155,4.10225452099592,4.0003315511704,4,4,4,4,4,4,4,4,4,4,4,4,54.1956225019439,60.937555906873,122.596333425296,47.7833100130111,49.8534747982052,44.8410275413613,32.2369356689841,47.5696648772507,33.2749860852517,53.0293669331548,39.8541652945841,65.9727859308463,120.019037009587,27.7628203768026,123.867794988969,93.9917744275734,n.d.
Feb21,8538243.07364529,1214908.5483237,314639.0175725,1131540.17116214,1732708.03552046,52976.3988025,228770.121195,279618.6437725,319119.149241792,134459.016214643,117177.560547805,56099.2465432143,76399.0747289286,15346.8840271598,38762.8280132143,1431907.13593761,3851.74942714286,8368313.35280095,1190296.20306477,294411.047011224,1113592.95684967,1717145.67746781,52759.3746928,224722.451451671,277642.368702886,313823.276696271,133230.859926914,113090.8749951,55513.0493695,74139.6348777571,15057.4469951857,26972.7826685857,1428281.31016497,3575.68208818571,169929.720844343,24612.3452589279,20227.970561276,17947.2143124728,15562.358052646,217.024109700003,4047.66974332902,1976.275069614,5295.87254552142,1228.15628772898,4086.6855527045,586.197173714303,2259.4398511715,289.43703197413,11790.0453446286,3625.82577264099,276.06733895715,4.04989875737971,4,6.0462,4,4.00031078070542,4,4,4,4,4,4,4,4,4,4,4,4,53.6878351272193,61.9956308690131,121.688189763896,37.9819698771868,49.22700386455,46.8766056897648,32.7893323822657,45.8166282298418,33.1000147228724,52.9416097137857,48.10354750648,72.8395529301085,121.751420522074,25.8958068899479,124.027419707869,91.655949741332,n.d.
Mar21,8507129.76716333,1214377.95873017,305501.728917097,1145820.81969097,1683450.51433364,53970.3432464516,231905.915327364,278498.555834149,317829.314389991,134209.634385161,114602.214862077,54690.935506129,80823.6399909677,15151.4379127968,37172.6587480645,1431296.53667522,3836.23512032258,8292961.9863941,1197393.89349182,243916.08864215,1113735.03484594,1672468.08086582,53641.5769741032,226904.7283108,277932.307488581,311487.604559394,133221.693689858,111917.301580322,54432.4106115484,78765.1430611097,14943.4294740129,19733.0379014065,1428891.02280623,3395.34819139355,214167.780769221,16984.065238348,61585.640274947,32085.7848450278,10982.4334678201,328.766272348403,5001.18701656369,566.248345568427,6341.70983059693,987.940695302997,2684.91328175459,258.524894580594,2058.496929858,208.008438783891,17439.620846658,2405.51386899105,440.88692892903,4.02706645080963,4,5.0807,4,4.00028697914786,4,4,4,4,4,4,4,4,4,4,4,4,53.0163100238117,61.3934196452106,124.073165123755,32.9246983601833,49.7685173445386,49.9904937784368,31.749297353854,46.659798101629,30.1803826489104,55.5469869658987,47.5075374168355,68.760710116991,117.167662556339,21.9637579502279,142.599710416842,94.9215803928462,n.d.
Abr21,8992135.10668849,1197099.45306722,931224.650699,1110825.99626733,1650652.54166494,53970.2964386667,230649.494700333,288355.892382333,318978.858384032,137037.492489,118844.373484,53587.283703,76531.8093013333,15035.5176524558,63368.1710463333,1420988.51396194,3628.76471066667,8765137.01849264,1171727.95428048,909815.659049217,1075900.02966923,1647412.60764347,53606.8165958933,225667.90119184,279776.71558356,313223.23094404,135406.1926262,114604.52674644,53279.3383051867,74339.49090008,14874.15118292,12168.5307135467,1419473.04282495,3243.68420001333,226998.08819585,25371.498786743,21408.991649783,34925.9665981028,3239.93402147316,363.479842773399,4981.5935084933,8579.17679877329,5755.62743999198,1631.29986279999,4239.84673756,307.945397813302,2192.3184012533,161.366469535829,51199.6403327866,1515.47113698698,385.08051065334,4.37799088056733,4,19.1977,4,4.07817606416379,4,4,4,4,4,4,4,4,4,4,4,4,50.6953186380463,59.2579946016531,112.78432918557,31.0963875610956,50.7130775756991,49.5548577937091,33.4142325693409,37.5167032369447,29.689160512707,58.2686578247097,45.4837806879584,66.3093975911077,115.304271995763,18.1238109786525,168.327141691466,95.5418299977327,n.d.
May21,8454241.81080034,1160229.56342464,534049.61242,1069475.53740161,1595897.86581713,53610.2764967742,221817.999675067,277235.285848013,316116.083289467,138724.838717097,118443.833899032,54247.3541341935,154294.162347742,15765.8000232064,16234.6348896774,1377674.90791989,3466.75524225806,8282992.56136848,1137973.08974865,498186.097223889,1047990.62824098,1580788.99338783,53220.2698063742,218763.451205045,276802.609670606,310627.781962619,137569.278054116,112917.375025406,53864.7442257548,151732.444555533,14819.6756251871,11245.9306544387,1375599.88667063,3341.14733407742,171249.249431861,22256.4736759949,35863.515196111,21484.9091606329,15108.8724292959,390.006690399998,3054.54847002166,432.676177407207,5488.30132684769,1155.56066298101,5526.4588736263,382.609908438695,2561.71779220901,946.124398019341,4988.7042352387,2075.02124926005,125.60790818064,4.19229069924326,4,10.1292,4,4.00029848082684,4,4,4,4,4,4,4,7.6947,4,4,4,4,48.7871514618355,59.9201900635928,102.185487597241,31.6507275390236,43.3544585261525,49.3651777232366,30.979393928979,33.5133674992871,29.9863302312517,59.750290640831,42.813914676747,63.5659739559642,101.183811051429,14.1020539437047,153.473132524491,94.4862435106254,n.d.
Jun21,8375117.78988307,1171239.67391613,318134.022624333,1232883.38616033,1583978.65533261,52325.9904653333,215042.085544824,267080.510026415,308637.070223983,134595.741866333,112046.254295573,53071.8773763333,85026.178457,16397.3433391975,18651.055144,1373440.9999893,3485.49831433333,8139096.96004112,1152566.76957185,269830.234767008,1175593.80874123,1566357.22838927,51762.0267225467,211639.561556707,263228.577017947,303432.3453128,133439.21482684,107923.72363968,52921.00565856,79880.33097052,15734.61354732,10040.60825516,1369978.66665351,3383.07314417333,236020.829841948,18672.9043442809,48303.787857325,57289.5774191029,17621.4269433431,563.963742786604,3402.523988117,3851.9330084683,5204.72491118329,1156.527039493,4122.53065589331,150.871717773298,5145.84748648001,662.729791877502,8610.44688884,3462.33333579311,102.42517016,4.07496487048268,4,5.8733,4,4.00030123111233,4,4,4,4,4,4,4,4,4,4,4,4,43.9349984211384,53.3857439358023,102.308075868146,33.5416861456828,38.2312263396581,47.3770940048741,28.7504772344004,33.5736297331411,28.4952868729451,52.6973621748857,38.0801957935905,56.7955900268603,67.5731041235988,20.3939615054762,141.736541049882,93.8093565469884,n.d.
Jul21,8482433.90570653,1198360.30470204,218756.411904839,1204646.30902193,1688025.10368606,51494.4504387097,211804.004667744,280725.696883985,309924.051206283,136234.332963548,108354.631567851,53256.3496109718,100133.43633,17706.6126886847,17825.796006129,1397196.12767213,3761.17027064516,8229437.76621365,1185867.13902862,158959.750039368,1185002.47453267,1608287.4639477,51296.8617971355,206803.726488142,279702.858248477,304356.502351355,134998.615405626,105438.975765097,52695.2966630323,96771.8729751613,17507.0206685548,8652.1510723871,1394861.73601652,3414.09256455484,252996.139492874,12493.1656734231,59796.661865471,19643.8344892648,79737.6397383579,197.588641574199,5000.27817960197,1022.83863550785,5567.54885492753,1235.71755792198,2915.6558027538,561.052947939497,3361.5633548387,199.592020129872,9173.6449337419,2334.39165560971,347.07770609032,4.03166310920874,4,4,4,4.00029337703264,4,4,4,4,4,4,4,4,4,4,4,4,43.3034090118,51.1342473464921,97.3809216537346,36.8208580164061,38.4989782647896,47.6563105314775,27.0461050543493,34.345141807712,28.6873035644113,53.3780116473665,38.9021597644896,53.6883473940196,68.1329983294701,28.7031263100206,144.834566080348,95.0727707060601,n.d.
Ago21,8414968.65633854,1236127.3927555,180906.525268387,1205697.40938032,1669786.3892243,51590.0070280645,207076.599616566,290505.009487423,305753.130882163,135816.320486774,104764.495707956,50559.9721204952,103393.708053548,19183.9929547081,16854.8635012903,1424458.64796713,3919.75102193548,8201913.15995563,1227044.09166454,172399.115862503,1146136.70761409,1629769.54985919,50914.0605792645,201946.027335923,288953.57478591,301010.654845342,130658.173684026,101804.26938071,50396.4664784258,101354.505670232,18777.1084790452,10171.5278832,1422474.5649652,3316.0809143871,213055.496382918,9083.30109096388,8507.40940588401,59560.701766233,40016.8393651089,675.946448800001,5130.57228064298,1551.43470151298,4742.47603682062,5158.146802748,2960.22632724559,163.505642069395,2039.2023833164,406.884475662871,6683.3356180903,1984.08300193329,603.67010754838,4.00379208296224,4,4,4,4.0002911725885,4,4,4,4,4,4,4,4,4,4,4,4,40.1601835793168,51.5553151015211,103.02968257959,23.7223639356764,39.2510032819749,48.9351199747881,24.8775205289288,29.2979792339332,28.954793396924,56.3093046853696,37.2211140020349,54.164193461084,65.6987970337004,33.1446762222365,127.734996478557,94.9446711703037,n.d.
Sep21,8779241.63713716,1410842.98079888,290883.992341,1135647.228627,1723615.10489635,50945.364062,202559.129723499,380126.919586,329862.717092153,154756.049872,102425.682592753,50287.159879945,88951.4706123333,30349.1233536667,27244.293032,1574458.37142043,3905.453449,8585965.85659824,1399396.4189981,272381.5710391,1099362.4789618,1709514.1757545,50413.6008498,198406.304846973,359916.6266972,307799.8637672,153665.556164767,99263.7728497467,49914.99127624,86573.8074356807,30071.8540746,20937.2116006333,1562447.86327245,3186.24381794667,193275.780538923,11446.5618007828,18502.4213019,36284.7496652,14100.929141847,531.7632122,4152.82487652628,20210.2928888,22062.8533249533,1090.49370723299,3161.9097430058,372.168603705002,2377.6631766526,277.26927906667,6307.0814313667,12010.5081479801,719.20963105333,4.23812761923115,4.58563442873091,6.15144811985452,4,4.20789710964508,4,4,4.92336392591622,4.03812094492722,4.45354068000847,4,4,4.01470000000001,6.16313279979813,7.89549059215714,4.40557214984374,4,38.3084859613164,47.2863237095463,82.3022694176749,26.6248657482325,36.2765316818142,44.3344959425875,22.4333540139647,27.3390813109004,29.5438905867901,57.4420277738585,33.9766965307014,49.3162999027335,80.6066343540101,39.8662466274754,123.119308524849,94.2884723758301,n.d.
Oct21,8793034.77121173,1265731.95313306,254871.520722903,1196849.79934226,1680457.10973574,54710.0046093548,211294.688132143,369515.743565484,394981.205931664,155216.884082258,109929.128791089,52377.8165464621,94806.9064019355,37018.517394071,20507.5996464516,1566453.69630572,3751.09422709677,8554948.15375716,1256284.2455379,224749.46312539,1148744.87158664,1669755.78349728,54068.8645658363,207854.321208808,360095.170961442,352184.074745877,153473.56439781,106888.493177702,52087.613239046,92838.6261541983,25353.8299252452,13306.7228554452,1563402.60634754,3393.25105923952,238086.617454565,9447.70759516419,30122.057597513,48104.927755618,10701.3262384611,641.140043518499,3440.3669233353,9420.57260404201,42797.131185787,1743.31968444798,3040.63561338671,290.203307416108,1968.2802477372,11664.6874688258,7200.8767910064,3051.08995818114,357.84316785725,4.3259065558131,4.25,5.3039503418533,4.25,4.25032055589867,4.25,4.25,4.9253250923194,4.51524377111783,4.44896658528757,4.25,4.25,4.35959999999999,5.40525154773976,5.67070224161038,4.40778956116105,4.25,36.0871333413707,42.4234551692923,79.5793002531049,24.9726456271177,33.5495446488708,38.4653802228257,19.5814809756778,26.4014278183722,23.4607178692796,54.4737877220304,34.2486153894069,44.7233966285205,90.5967979627301,36.3531966725825,105.783713068236,94.247882039731,n.d.
Nov21,9162118.79203443,1299339.64635597,202724.783690667,1243969.09586867,1713395.81264542,57207.9214826667,226133.423042249,442041.783212333,443074.915670773,156202.524147,117841.424382177,58082.7112173333,89250.6537493333,27448.65030668,20920.8005773333,1600102.73898583,4323.55708366667,8952086.21655016,1289125.09007525,180755.549464155,1219321.77446228,1702083.36758796,56718.400202025,222423.663703605,441704.716567783,398997.497269367,154997.24772819,114405.72493137,57592.21142019,87238.564925985,27061.2684305167,13924.8786813833,1597846.37869607,3612.313345275,210032.57548427,10214.556280717,21969.234226512,24647.321406387,11312.4450574568,489.521280641704,3709.75933864369,337.06664455001,44077.418401406,1205.27641880998,3435.69945080669,490.499797143304,2012.0888233483,387.381876163301,6995.92189595,2256.36028976296,711.24373839167,4.578267283961,4.5,4.5,4.5,4.50038343927142,4.5,4.5,5.78334307784302,4.995496293457,4.5,4.5,4.5,4.5,5.68646696483211,5.87225441095129,4.5,4.5,34.9115315914775,42.0965693158286,94.174333818327,22.8597633192063,33.2738764220479,34.9759132496647,19.1088826069391,26.0354398275372,20.5345987748244,51.4834745958404,29.397448433645,42.4611056874812,81.1369587807907,27.0863663957474,127.631753249269,94.0485621892376,n.d.
Dic21,9908278.92017355,1307144.16575452,200544.963658064,1466377.94619,1892986.6618778,60128.9727848387,254066.584320645,494058.65790129,399534.706369213,161107.974236774,154700.310682903,73948.8937854839,111397.17208,33406.5528151613,41180.1418267742,2312074.92835502,4777.17410774194,9500783.99739569,1292155.36049436,192464.677030193,1272176.75782798,1879573.69669836,59341.066934279,247701.912597363,465004.857016374,389980.4216862,160051.258281594,147814.274193374,73864.335876,104182.247118283,31979.7073391032,20980.1183137742,2309973.78499376,4043.51726618306,407494.922777852,14988.805260156,8080.28662787098,194201.18836202,13412.9651794441,787.905850559699,6364.6717232822,29053.800884916,9554.28468301293,1056.71595518,6886.03648952919,84.557909483905,7214.924961717,1426.8454760581,20200.023513,2101.14336125832,733.65684155888,4.8643848855782,4.75,4.75,4.75,4.9548685689281,4.75,4.75,6,4.90475027514957,4.75,5.25074079284329,5.26586279122532,4.75,6,6,6,4.75,33.2838043205935,39.8675607348922,91.4372317839486,23.5729654429368,27.0762238152378,32.8829843609532,21.341116718123,30.3099804043268,24.0560454002256,49.3602414014656,29.9403753586756,42.1475856457688,58.9372689925234,27.7283170601312,104.094822620725,94.4733972562558,n.d.
Ene22,10008505.9928552,1344460.24891935,277424.419884516,1360410.06922097,1983636.30272745,61994.4377635484,272901.850031935,376577.08853871,394162.84002711,167066.81870871,184396.802644194,94920.7870487097,104119.832087419,36119.2080664516,30458.6215741935,2200347.23471892,12046.9721770968,9796828.77849893,1329095.38746224,265437.820141432,1297129.2563761,1972875.91931218,61305.7585706935,266064.344181758,368062.538982571,386302.69259921,165618.826366645,176658.230537768,94223.071679129,98670.897426,35936.8762622903,19868.9360725161,2196826.65509786,8694.4038242129,211677.214356274,15364.861457115,11986.599743084,63280.8128448681,10760.383415265,688.679192854899,6837.50585017749,8514.54955613904,7860.14742789988,1447.992342065,7738.57210642553,697.715369580692,5448.93466141941,182.331804161302,10589.6855016774,3520.57962106401,3352.5683528839,5.07218177824119,5,6,5,5.09364858845868,5,5,5.01245193860716,5,5,6,6,5,6,6,5.78069975902565,6,35.1595018909301,42.607622831317,101.539347246602,23.8087320228502,32.0604929974315,31.5595786177069,21.6544899244072,27.8877543895833,26.1963505535997,47.6129186204769,30.0010800828358,44.5865537966259,84.3035746244873,34.6145625351262,88.796392487132,94.1330787118741,n.d.
Feb22,10552134.0397158,1425163.66786107,289092.928036429,1614343.13353571,1990187.64535417,65421.7647175,289844.492519286,423897.2059375,426782.768481599,172664.503138214,177772.65373,99654.8867478571,93922.4200925,45486.8344025,27860.9056107143,2126322.46985129,11309.8522014286,10229132.8364924,1410372.95483558,282700.34135385,1437986.82120859,1967088.0590333,64884.0851621813,280601.369047519,421846.997881914,418291.642061681,171505.389534225,160944.310298207,99210.1363725643,88741.4171284313,39042.0481998214,19251.53685525,2121181.6187294,9642.3983109,323001.20322335,14790.713025491,6392.58668257901,176356.312327124,23099.5863208689,537.679555318704,9243.12347176671,2050.20805558597,8491.12641991803,1159.11360398901,16828.343431793,444.750375292788,5181.0029640687,6444.7862026786,8609.3687554643,5140.8511218871,1667.4538905286,5.29838246097452,5.25,6,5.25,5.25034920370438,5.25,5.25,5.58138815426695,5.25,5.25,5.61244467173767,6,5.25,6,6,5.62644650387198,6,37.0842185121374,45.8811134512161,100.832248200303,24.0776235821796,34.3118676972005,29.8811403664983,22.5805583179888,29.724048610234,28.674979656283,49.3615148465004,27.1806079335454,48.6912043612444,92.3807107330589,33.5684550893692,81.4508121996029,93.0898922407847,n.d.
Mar22,10760616.1094275,1497782.82183613,263482.92424129,1504424.2815071,2069158.81281266,70510.1716290323,321966.838430645,401999.249427419,463775.80501129,182568.127570968,189111.473334516,102269.538831613,95968.1346441935,42743.8762783871,30923.7857245161,2072202.59734835,10927.5770929032,10614105.0021902,1476248.33713876,246546.149906681,1487296.75739908,2059755.07724673,69579.5236261968,297040.031297368,398355.226932779,448637.211114365,181669.673211471,183753.4790838,101768.323918742,92210.9636594903,41681.5618196323,20129.6827404387,2067710.93740673,9632.337861,146511.107237318,21534.4846973692,16936.774334609,17127.5241080169,9403.7355659341,930.6480028355,24926.807133277,3644.02249464003,15138.593896925,898.454359497002,5357.99425071612,501.214912870913,3757.17098470319,1062.31445875481,10794.1029840774,4491.65994161693,1295.2392319032,5.52082238257509,5.5,5.70103694562691,5.5,5.50034450670989,5.5,5.5,5.5,5.5,5.5,6,6,5.5,6,6,5.51590834875272,6,36.2763688475696,45.4583684202644,75.3081176855085,24.1017927452816,33.6615389374411,30.0851677136402,22.8861778202993,29.9436655354574,28.8271237216992,50.5538965290231,26.0499403837487,44.0023804325089,80.3003687398847,38.5741867915312,77.2392178701539,93.2079697688364,n.d.
