"","PN01366PM","PN01367PM","PN01368PM","PN01369PM","PN01370PM","PN01372PM","PN01373PM","PN01374PM","PN01375PM","PN01376PM","PN01377PM","PN01378PM","PN01379PM","PN01380PM","PN01381PM","PN01382PM"
"","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos Transables - Alimentos","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos Transables - Textil y Calzado","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos Transables - Combustibles","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos Transables - Aparatos Electrodomésticos","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos Transables - Otros Transables","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Alimentos","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Servicios Públicos","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Otros Servicios Personales","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Servicios de Salud","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Servicios de Transporte","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Servicios de Educación","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Comida Fuera del Hogar","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Alquileres","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Servicios - Otros Servicios","Índice de precios al consumidor Lima Metropolitana: clasificación transables - no transables (variación porcentual) - Productos No Transables - Otros No Transables"
Ago15,0.138682075707878,0.27041064734965,-0.0569146771371629,0.399065372628403,0.341846947879574,1.53599387693115,0.179410779746819,0.756229947823096,0.0599454632561816,0.0821175859188878,-0.588450876180951,0.141064254063631,0.407357040547259,0.333174678724497,0.189308815861352,0.483778365909943
Sep15,-0.0676758421514998,0.29498053984933,-1.85002632894619,0.175371735331972,0.341441064480332,-0.526353405212151,0.166747449431449,0.0424585479482388,0.214249487328662,-0.172346744105033,-0.18470517245664,0.088967711454268,0.578994431686961,0.2182163187855,0.0396045696788294,0.105719720962171
Oct15,-0.108808306620764,0.126664036522666,-0.766903628737422,0.366835027017091,0.30660452213582,0.468954699037275,0.111767180720616,-0.168676612048775,0.092550008571122,0.677449035402229,0.0397586872982032,0.0518517004105001,0.288690719167138,0.0852030673104043,0.271579789989173,0.241945075284298
Nov15,0.0596179751761354,0.206518070255316,-0.62797786494857,-0.00250495003341914,0.302456470225916,1.93643057992973,0.104809193566222,-0.0649570245736591,0.088804911947837,0.292958132110227,-0.0381379346624019,0.0370177345397644,0.268661871237096,0.482406356413182,0.140881146311514,-0.186387543331938
Dic15,-0.00620575653540574,0.224882317875507,-0.81890501513706,0.0378272684978578,0.364904182871107,0.724078305558494,0.614475081842765,0.300419785725017,0.365884106064142,0.561710728772548,2.25750397104178,0,0.401612936280311,0.291819636637542,0.0718346348107025,0.157332520731532
Ene16,0.0267696700534313,0.0153408157005721,-1.3027468521595,-0.321898415572151,0.265756427456711,1.72562195886209,0.285482857068685,1.34260208860558,0.209379131800928,0.517548350672141,-1.03864316026011,0.0074008072968537,0.800769552177402,0.572554908954347,0.0392828609802276,-0.0191568825430592
Feb16,0.435312374743363,0.165923438689208,-2.65029570120532,0.273500689538323,0.55835558843325,-1.42291425878516,0.564757509251867,-0.152384834697356,0.180372177518324,1.10475299490022,0.205424139367083,1.38384854853038,0.750913057086232,0.503966402239829,0.271630486775361,0.114761404886176
Mar16,0.578689135696146,0.110043652225825,-1.35634050409725,0.586586875221098,0.224883488932191,0.770693536921405,0.822670920156631,0.0263898675004703,0.163818452571659,0.484659320104954,0.10012740179194,3.09324907290604,0.477462380185376,0.13928869904355,0.431850869938173,0.558479536198599
Abr16,0.709006820412739,0.174718287174641,-0.668785030070877,-0.51309781848441,0.192298304151752,-0.169435827905121,-0.1441047263915,-1.37319422010074,0.368521536174329,0.00713201711938537,-0.482658505751917,0.191166469717904,0.408430995679933,-0.760385756676524,0.2177166136597,0.352551415177615
May16,0.858730816789422,0.0265936160567495,1.48407224025962,0.177325902713523,0.939202432595268,-1.52990241259909,0.24578628693048,0.299292733186071,0.142066380203961,0.112254151582677,0.206795605837985,0.0141334608002381,0.475151396358079,0.317697626611853,0.104784870538244,0.185893871298014
Jun16,0.233106709919197,0.372785428986787,2.0545818977449,0.0230341952884354,0.631231287857828,-0.751373491830285,0.0790770103695697,0.298864435030788,0.159522017901398,0.342725716595869,-0.289173126506816,0.0282629270709958,0.205743620168853,0.111773472429155,0.0194407269675827,0.13917352209966
Jul16,0.687101552266116,0.283714300520894,-0.151793027618801,-0.0222117619253947,0.249602785315442,-1.01690250386871,0.157754954411327,0.116119791367827,0.439045458339216,0.329891662737355,0.40847058811458,0,0.154219049980419,-0.0372162262745724,-0.104332629395501,0.0231187897413053
Ago16,0.287261443401895,0.262148441023137,-0.209417759242696,0.179124572562333,0.305097290574234,1.25203738788448,0.209633129477548,0.570521350418562,0.275877238349626,0.330714481197038,-0.204461698831478,0.17659338373371,0.269732373410313,0.13961280714819,0.284845675487863,0.314311421349562
Sep16,-0.0230319320608003,0.0804334446138105,1.06910689278362,0.0419534656991592,0.193545905858945,0.6932120765134,0.121383543178448,0.139589836699552,0.443629729186664,0.259264228251901,-0.0318886255436456,0.00705128324975077,0.19586093427917,0.362487220001838,0.0385225375882725,0.163544259380679
Oct16,0.529629739803387,0.0390779576926027,0.874688097794649,-0.0302992165253579,0.170347284357323,1.62466195580619,0.188759173965412,0.333435428043522,0.118083046677221,0.737039164468076,0.206642846165707,0,0.265533583306213,0.120392665308379,-0.00288648203734214,0.0449948685715916
Nov16,0.14681390013287,-0.0204582249943608,0.609246393551181,0.217641606467574,0.121649190661822,0.284153581703563,0.407653260147105,1.41773323734227,0.0687646453134543,0.298655492652593,0.506394277334351,0,0.280926844521683,0.184996762556629,0.0735069423907065,0.00567266403157412
Dic16,-0.130563684492838,0.184041264068479,0.963961387930758,-0.0691180687827505,0.0879325072993983,0.622028658938539,0.444894280289569,0.175453422623545,0.220984740566353,0.371033835767327,1.80762233765113,0,0.232331614352626,0.129258609546717,0.0977356775312098,0.140943107189231
Ene17,0.051788056496066,0.130201185081979,2.12589933287684,0.18176112091475,0.142477162014541,0.67757281304919,0.0994785168073572,0.201969771461212,0.154358968275888,0.555093175875675,-0.740421092181281,0.204472796284158,0.507164822185264,-0.165975103734507,0.111361615350859,0.706139368318829
Feb17,0.594177045920354,0.138587235202583,-0.407605491292176,0.28835755962128,0.173032773580045,1.49814191596285,0.0610711463145182,-0.821107981620029,0.180132544798771,0.284270288484841,-0.0904920006391704,0.302565137988805,0.400223267049969,-0.0831255195344787,0.301447059513845,0.260320582820307
Mar17,0.7587885403255,0.108589352186651,-0.146120570183122,0.242766808845823,0.291391127072944,5.45044943363688,0.919539099278897,-0.0217982253010967,0.109034015877953,0.498221542013202,-0.0136724581555732,3.92849693025377,0.343398435178697,0.221852468108688,0.192488632786834,0.00108281961283646
Abr17,0.731701696986011,0.0943320987262542,-0.0912788759039319,0.173931436827968,0.145552984614993,-3.3562236262811,0.170851348558718,0,0.138824660454734,0.116841162512851,0.13905292368836,0.0134999991280816,0.454585964298831,-0.0922339051835697,0.188299813839651,0.0936319449363829
May17,0.334605248786914,0.0855338258185161,-0.386485237169812,-0.121057743782997,0.320161888091128,-3.41341724349949,-0.114123736381252,-1.55030857212255,0.101386449610585,0.0694623428282126,-0.240833720749792,0,0.487341601982663,0.212333825701652,0.210912916536518,0.0343907776256269
Jun17,0.19733354078979,0.137719526285668,-0.393191477438517,0.018560746260165,0.081189359793314,-2.00712652268434,0.124737346947205,0.0561901793219026,0.12397735779341,0.067829582621563,-0.0502724146658776,0.0269963537487562,0.354240214135914,0.0184246890833676,0.185800310403158,0.140605597950536
Jul17,0.00984836276000302,0.18179644887776,-0.825971436079364,0.0367571348085925,0.102872553324613,0.696716620950607,0.206994520403541,0.190921105108339,0.0915814877184014,0.0343432303416164,0.311762480015101,0,0.199695306417447,0.0644745325596246,0.880796374964471,0.0592044877135746
Ago17,0.238180694546433,0.138610513460934,0.711181535105551,-0.0312981143449837,0.122265292023305,2.52308239770736,0.565184793877591,3.0324916364156,0.212960892897841,0.0593805469660857,-0.0540077363268768,0.0780866567407447,0.307821799254846,-0.0460235640647761,0.122250202686785,0.0571702455288459
Sep17,-0.198922764289608,0.123148171600256,2.62100503067298,-0.00442149480554468,0.080791773397526,-0.732276296547135,0.0334575060275717,0.14187083733763,0.0926342943489352,0.0847958613014184,-0.292268185916609,0,0.203891410420609,0.0184179022009501,-0.0199657112517557,0.0871651141482459
Oct17,-0.540479304573147,0.109736208446962,0.0374148406524844,-0.0196139654542422,0.106781014092129,-3.4695553542044,0.0284844547894151,0.0153914136687712,0.0942379904450744,-0.0116537988437493,-0.0546370204227874,0,0.0764723769793367,0.0736580425375478,0.0907077416286508,0.00106744573784504
Nov17,-0.658548711037245,0.126436837375015,0.542258701307912,0.154836156282702,0.195013376514273,-2.12037728998397,0.181612082139192,0.922578578723835,0.0248497198073619,0.0270613195773429,0.0148800437400739,0,0.0984296480056679,0.0092004784248315,0.118929722026788,0.0419275893595921
Dic17,-0.557565345476976,0.144652005450344,0.148574214993227,-0.0317016146249213,-0.107387600586451,-0.0521791334956666,0.464044057104234,0.602440404502324,0.0815774819792339,0.0341588788512153,1.79072060604152,0,0.157194958585233,0.147194112235567,0.0730397768683674,0.108242751439384
Ene18,-0.273780900695604,0.0928070779719196,0.911463460803162,0.111771013967595,-0.0319387153812931,1.02149217373079,0.0177416884101566,0.486309015057684,0.164713181196035,0.248925433306873,-1.41412372235956,0.0471940162185802,0.272946055943316,-0.018372221201554,1.36442758440329,0.130088028094119
Feb18,-0.219182057466974,0.169930861358783,1.19808716596474,0.159459160185916,0.19842790533841,0.340494498175877,0.318781759184059,1.37117711903723,0.124853258432846,0.0657954989630757,-0.095789555933412,0.262814057851477,0.140080709190566,0.137816979051818,0.227864692048297,0.101890245731048
Mar18,-0.0898212287898784,0.0336523816859865,-0.395573295269542,0.021530340360529,0.112598889624106,-0.0734838435194567,0.989312219202638,0.131767917088129,0.0612558949112107,0.366579600269991,0.217038776252103,4.12006976114077,0.20014991740607,0.119276997889718,0.26890990368979,0.0749007798556016
Abr18,0.156430063835062,-0.00377481791573553,0.264510744211309,0.16943462784019,0.269180281150171,-1.62672393625818,-0.0181054406556183,-0.200025724262379,0.067553018184253,0.0494558071827068,-0.434960406115453,0.116193584532609,0.216757385600364,-0.0274926686217687,0.00363743042967011,0.0899301386269983
May18,0.155937229341212,0.0925098503511361,1.80934839795347,-0.155671825617266,0.46081476841552,-0.466111309998399,-0.131795665657593,-1.72033583412705,0.113159448837044,0.145687000295102,0.319728463071126,0,0.157810113569996,0.229168576404841,0.272630075342017,0.0902066111125753
Jun18,0.112053754149092,0.121206937259158,0.664661182291488,0.147107296151987,1.11207910747746,0.607206550608599,0.0993866915829892,-0.235445126912476,0.131207508191594,0.0616340588173779,0.245379136096882,0,0.260087094029028,0.137186756905066,0.108635142268043,0.129583819829265
Jul18,0.181922060134064,0.0886589974308477,-0.317997174354101,0.156682410125478,0.411955732473755,1.2231305650817,0.300238404149848,0.486575285617186,0.0795416517161537,0.219317243707566,0.986101450768968,0,0.155043495534628,0.0547995250708,0.0343745693045331,0.115635226016022
Ago18,0.00282368407780318,0.00454098568713319,0.536794558213968,0.297157570901786,0.177095875688495,0.26155959623719,0.102948212881626,-0.00889020068022248,0.0733095064622485,0.125361050029974,0.00794356333039236,0.161192682961067,0.180326996349039,0.173436786855338,0.081640814454872,0.223515510343637
Sep18,-0.0330601745188595,0.157846213403329,0.260885314708723,0.050473202622057,0.155284921122345,1.16617093656119,0.0248721509867942,0,0.208583375573348,0.10655551035172,-0.206173636868709,0,0.143162621975178,0.0911244760341984,0.0409749325683299,0.168744817607388
Oct18,-0.0506316688622535,-0.0144408597467607,1.01974982977579,0.143569608577554,0.172332223507802,0.061814974880702,0.0483243093088717,-0.0813951222542016,0.152963921323097,0.201150676173106,-0.0430306120010456,0,0.166813799440284,0.154770575382384,0.0370750403628527,0.0779852712165821
Nov18,-0.125523077790819,0.0795319638314444,0.148204334817024,0.226562685951783,0.113000769491599,0.727591376051335,0.0358101498118159,-0.0760548295918969,0.0587526299164211,0.054089466473713,-0.0136894847584193,0,0.0972202630010031,0.218161985274047,0.139358039577958,0.12455465294236
Dic18,-0.349671268056005,0.0963852130778985,-0.850695607128672,-0.0192512202271006,0.21673938918473,0.0138760915634234,0.403339300678813,0.130606762337883,0.0451071747441053,0.100724745112278,1.88721568348969,0,0.174966790793937,-0.00907029478453457,0.087437127910789,0.134836721907614
Ene19,-0.101292298450364,0.0440580356350337,-0.680249585917421,0.167723976445085,0.0754054431381755,-0.485329918762546,0.27300017888564,1.78749917045832,0.199789725615426,0.0739030708758376,-0.811664258263889,0.307368323763694,0.237288824015889,-0.0453555878083786,0.0401438711850864,0.116051384589803
Feb19,-0.0488849537966693,0.126678030018021,-1.00048829045994,0.239537768217822,0.204027949035698,0.0632849559635733,0.214894606292755,0.650314421549976,0.180979939028324,0.222600170587092,-0.200788944981723,0.385056307613649,0.120203125348058,0.263181776930697,0.141140958645274,0.0975162387513196
Mar19,0.199757261039553,0.104166259993101,0.167601424314079,-0.151948847754321,0.499671756489433,1.15151543119191,0.943946488038264,-0.10053005192047,0.162924935961595,0.151680162813224,0.119334517755028,4.33444621747391,0.0548102789706348,-0.0633598841418975,0.0682605072024397,0.162723146561391
Abr19,0.287636947309457,0.0248357990262246,1.49799634496926,-0.0776949944888689,0.0419531177299177,0.719651312191066,0.0652125317634617,-0.0692918058103982,0.14136812214375,0.126110406091408,0.0892518802400481,0.00612739967775619,0.121061521534816,0.0724572049633463,0.184153489650717,0.0595863338008733
May19,0.294407090859344,0.0810161705400683,0.780254662121008,0.180062736666017,0.120404314455423,-0.131960092612002,0.166977338689585,-0.0238610322149546,0.0528606728215807,0.0685851413439322,0.00357400624463753,0,0.271034470557206,0.144809485021222,1.27910875665423,0.0733525283091747
Jun19,0.0204394136519447,-0.261100346782352,-0.0189015031980798,-0.329480952404953,0.243430008237369,-1.07260315149523,0.0423723627564835,-0.00313440234596226,0.0144892139618696,0.101129268943042,-0.0572665825453905,0,0.151119895915062,0.0271125169452879,0.109302190020891,0.0106112128967767
Jul19,0.106152207369954,0.0089738513141658,0.416814381980374,0.123135549681304,0.459794161163356,0.0153828831089991,0.179529798690151,0.108126000389191,0.115901979259735,0.110205852772257,0.580751050246683,0,0.15567262153302,-0.108420672208114,0.248012309662849,0.963176869045717
Ago19,0.351470901260861,0.00462177692171061,0.144699735776874,0.29854345497294,0.275097613454359,-0.0748388485262643,-0.0584118000166264,-0.832619034401346,0.0314753978384003,0.11926668374823,-0.0982199473926015,0.134794533511458,0.0971719567771954,0.379884225759713,0.148239769171285,0.649768486452271
Sep19,0.256297059907437,-0.0111076634617835,-0.682483545465179,0.0495125179484009,0.111036111514452,-0.263978412717557,0.0173511265348541,0.222148416178168,0.170628619937013,0.186694863648956,-0.489171475315584,0,0.162183371695642,-0.00901063254635913,0.137296107898484,0.12448648890757
Oct19,0.00211848181978034,-0.0452023190760533,-0.104318116398821,-0.0335002832732722,0.108396065723075,-0.891213687406518,0.409915099692331,1.31809113352913,0.16798239763592,0.18863549396422,0.938681056840549,0.00611877647428689,0.0883505847445025,0.0540686672073704,0.130402632201094,-0.0607611316778607
Nov19,-0.190064384830182,0.0692727709394928,-0.29202350170217,0.100549782476352,0.0785872807186255,0.0580185832913816,0.221959841425457,1.18552103804702,-0.0144144138700052,0.0725173197749308,-0.0265092984398305,0,0.136321910639595,0.0540394487976539,0.0789819413062764,0.104561224020501
Dic19,-0.110668854340258,0.086273939333209,-0.594462969299931,-0.220257419811758,0.0107340025709899,0.338821621833712,0.387062001322136,0.126045642628408,0.12108090500013,0.0352723645521397,1.99933285722695,0.00611840210293841,0.0821919127570236,-0.0270051309749519,-0.0555495417447312,0.104264463955265
Ene20,-0.0549061057625775,0.0256426782025739,-0.139829827343548,0.137513297762611,0.045467450500514,0.0231944481095076,0.0996215638246724,0.0244893707468531,0.12121365467261,0.0866398295712346,-0.768365127771644,0.0428261944419937,0.137104272805104,-0.0360165676211268,2.5825712132287,-0.00264752912321681
Feb20,0.40237452428392,0.0827622154882333,-0.675403381143545,0.12107489311012,0.297802524479557,0.368094156764225,0.0325950698302977,-0.41436575462734,0.0759676365458728,0.117643682530918,0.0656076662077913,0.110077358050303,0.119301546244861,0.225184651414197,0.190680889168746,0.137655437986385
Mar20,1.41712750801655,-0.0223728042779753,-0.783263529574648,-0.226297260297443,0.177606842038941,2.23331496215123,0.420481210524484,-0.0484488226492905,-0.00602691170446463,0.0136425529241421,-0.0220341915653562,1.82038798161386,0.0925959769150774,0.34151163835719,0.0510859933935953,0.0643265046961479
Abr20,1.45443055984221,-0.0310753998527184,-0.189498489660145,-0.446491478632345,0.0980254514043229,-1.30364981986882,0.18947502774388,0,0,0,1.13346235948374,0,0.00584138707387549,-0.412001791312203,0.149338428972997,-0.240686759290692
May20,0.861632973605186,-0.000454945583460272,-3.41862011856834,0.195593116631277,0.154029373264552,0.960982345693787,0.100382484094476,0,0,0,0.596767767678933,0,0,-0.0629553017357391,-0.00257828449019613,-0.0352756738174516
Jun20,0.154191649644367,-0.00412630300071764,-0.972628627573705,-0.0326614847552939,0.277872451326464,-2.77850067880688,0.0631276530570004,0.359265333577329,0,0,0.00723448264279802,0,0,0.12598992080638,0.0335228102717223,-0.0182361435530256
Jul20,-0.109095692118882,0.000216650679292156,-0.852750002074499,0.0783657124248641,0.207869697638849,3.43576046188027,0.112389696778194,0.866537045025236,0.0319889899434328,0,-0.174350622702217,0,0.0137738028632665,0.098867517526507,0.0158216083509359,0.154423562433988
